DCid	Species	GSMID	Factor	Cell_line	Cell_type	Tissue_type	FastQC	UniquelyMappedRatio	PBC	PeaksFoldChangeAbove10	FRiP	PeaksUnionDHSRatio
47886	Homo sapiens	GSM1290185	EP300	GM12878	B Lymphocyte	Blood	39.0	0.6597	0.972	14455.0	0.32273975	0.9736
47887	Homo sapiens	GSM1290186	EP300	GM12878	B Lymphocyte	Blood	39.0	0.7125	0.972	16695.0	0.3521985	0.9740000000000001
47896	Homo sapiens	GSM1294054	CTCF	T47D-MTVL	Epithelium	Mammary Gland	39.0	0.861	0.996	27521.0	0.0960715	0.9694
47897	Homo sapiens	GSM1294055	CTCF	T47D-MTVL	Epithelium	Mammary Gland	39.0	0.8666	0.993	28329.0	0.1164655	0.9702
48060	Homo sapiens	GSM1305201	BRD4	None	Endothelial Cell	Umbilical Vein	38.0	0.7579	0.9520000000000001	141.0	0.043528500000000005	0.9774
48061	Homo sapiens	GSM1305202	BRD4	None	Endothelial Cell	Umbilical Vein	38.0	0.7781	0.9640000000000001	229.0	0.0612225	0.978
48062	Homo sapiens	GSM1305203	BRD4	None	Endothelial Cell	Umbilical Vein	38.0	0.7181	0.972	134.0	0.018021000000000002	0.9712
48069	Homo sapiens	GSM1305210	RELA	None	Endothelial Cell	Umbilical Vein	38.0	0.7631	0.973	72.0	0.0033229999999999996	0.934200459067
48070	Homo sapiens	GSM1305211	RELA	None	Endothelial Cell	Umbilical Vein	38.0	0.7271	0.9790000000000001	2426.0	0.04385675	0.9784
48071	Homo sapiens	GSM1305212	RELA	None	Endothelial Cell	Umbilical Vein	38.0	0.7251	0.9640000000000001	3339.0	0.05696225	0.9802
48072	Homo sapiens	GSM1305213	POLR2A	None	Endothelial Cell	Umbilical Vein	38.0	0.6227	0.981	5363.0	0.12103575	0.9746
48073	Homo sapiens	GSM1305214	POLR2A	None	Endothelial Cell	Umbilical Vein	38.0	0.7375	0.946	5480.0	0.12329225	0.975
48074	Homo sapiens	GSM1305215	POLR2A	None	Endothelial Cell	Umbilical Vein	38.0	0.7465	0.968	6662.0	0.13285125	0.9752
48084	Homo sapiens	GSM1308228	AR	HEK293	Epithelium	Embryonic Kidney	39.0	0.8811	0.9890000000000001	44.0	0.00171125	0.60119047619
48085	Homo sapiens	GSM1308229	AR	HEK293	Epithelium	Embryonic Kidney	39.0	0.8956	0.986	34013.0	0.25521	0.8526
48086	Homo sapiens	GSM1308230	AR	HEK293	Epithelium	Embryonic Kidney	39.0	0.8993	0.981	30698.0	0.23870425	0.8488
48087	Homo sapiens	GSM1308231	AR	HEK293	Epithelium	Embryonic Kidney	39.0	0.872	0.993	46.0	0.00156775	0.6384615384619999
48088	Homo sapiens	GSM1308232	AR	HEK293	Epithelium	Embryonic Kidney	39.0	0.8863	0.986	23861.0	0.187976	0.8336
48089	Homo sapiens	GSM1308233	AR	HEK293	Epithelium	Embryonic Kidney	39.0	0.8974	0.9790000000000001	43307.0	0.34742725	0.8478
48091	Homo sapiens	GSM1308235	AR	PC-3	Epithelium	Prostate	39.0	0.8599	0.976	75.0	0.0045565	0.831045406547
48092	Homo sapiens	GSM1308236	AR	PC-3	Epithelium	Prostate	39.0	0.8677	0.99	4851.0	0.061721000000000005	0.9216
48093	Homo sapiens	GSM1308237	AR	PC-3	Epithelium	Prostate	39.0	0.8944	0.983	10779.0	0.09958325	0.8936
48095	Homo sapiens	GSM1308239	AR	PC-3	Epithelium	Prostate	39.0	0.8405	0.99	52.0	0.00278425	0.628787878788
48096	Homo sapiens	GSM1308240	AR	PC-3	Epithelium	Prostate	39.0	0.8662	0.988	10371.0	0.09704325	0.935
48097	Homo sapiens	GSM1308241	AR	PC-3	Epithelium	Prostate	39.0	0.8908	0.9790000000000001	8511.0	0.0684385	0.9159999999999999
48127	Homo sapiens	GSM1322266	MBD2	MCF-7	Epithelium	Breast	38.0	0.81	0.993	166.0	0.013269999999999999	0.6762
48128	Homo sapiens	GSM1322268	MBD2	MCF-7	Epithelium	Breast	38.0	0.8205	0.9640000000000001	49.0	0.001559	0.590047393365
48130	Homo sapiens	GSM1322270	MBD2	MCF-7	Epithelium	Breast	38.0	0.8097	0.597	28.0	0.00174375	0.49275362318800003
48167	Homo sapiens	GSM1325246	ESR1	MCF-7	Epithelium	Breast	38.0	0.4212	0.9309999999999999	194.0	0.0049594999999999995	0.927546628407
48168	Homo sapiens	GSM1325247	ESR1	MCF-7	Epithelium	Breast	39.0	0.6226	0.912	1035.0	0.01617275	0.9358806595129999
48169	Homo sapiens	GSM1325248	ESR1	MCF-7	Epithelium	Breast	39.0	0.6799	0.9420000000000001	1660.0	0.022392	0.9294
48170	Homo sapiens	GSM1325249	ESR1	MCF-7	Epithelium	Breast	38.0	0.41700000000000004	0.9129999999999999	5364.0	0.069574	0.9178
48171	Homo sapiens	GSM1325250	ESR1	MCF-7	Epithelium	Breast	38.0	0.2726	0.6509999999999999	3531.0	0.06984475	0.8440000000000001
48172	Homo sapiens	GSM1325251	ESR1	MCF-7	Epithelium	Breast	37.0	0.1596	0.68	458.0	0.017734519467499998	0.896142433234
48179	Homo sapiens	GSM1326219	EBF1	None	Adipocyte	Adipose	35.0	0.1677	0.773	888.0	0.01531525	0.92002806033
48181	Homo sapiens	GSM1326221	EBF1	None	Adipocyte	Adipose	37.0	0.1878	0.799	232.0	0.003281	0.927130044843
48182	Homo sapiens	GSM1327871	AR	LNCaP	Epithelium	Prostate	37.0	0.6227	0.966	3602.0	0.029319	0.9538
48183	Homo sapiens	GSM1327872	AR	LNCaP	Epithelium	Prostate	37.0	0.5639	0.971	5755.0	0.045826	0.9278
48240	Homo sapiens	GSM1331246	TEAD1	RD	None	Muscle	38.0	0.7892	0.972	4743.0	0.058592	0.9758
48249	Homo sapiens	GSM1333368	WDR5	LNCaP	Epithelium	Prostate	39.0	0.8458	0.897	162.0	0.00368425	0.8015564202330001
48250	Homo sapiens	GSM1333369	WDR5	LNCaP	Epithelium	Prostate	39.0	0.8371	0.927	243.0	0.006833499999999999	0.9259857789270001
48263	Homo sapiens	GSM1333955	CEBPA	GM12878	B Lymphocyte	Blood	38.0	0.8109	0.965	4844.0	0.117895	0.9620000000000001
48267	Homo sapiens	GSM1333959	REST	GM12878	B Lymphocyte	Blood	38.0	0.8525	0.9790000000000001	2389.0	0.07045225	0.825
48268	Homo sapiens	GSM1333960	EP300	GM12878	B Lymphocyte	Blood	38.0	0.8215	0.977	3411.0	0.0451605	0.9668
48269	Homo sapiens	GSM1333961	EP300	GM12878	B Lymphocyte	Blood	38.0	0.6315	0.971	4662.0	0.044509	0.968
48270	Homo sapiens	GSM1333962	EP300	GM12878	B Lymphocyte	Blood	39.0	0.7939	0.995	4591.0	0.074869	0.9724
48271	Homo sapiens	GSM1333963	EP300	GM12878	B Lymphocyte	Blood	39.0	0.8197	0.996	3570.0	0.06761825	0.9716
48272	Homo sapiens	GSM1333964	EP300	GM12878	B Lymphocyte	Blood	38.0	0.8654	0.982	21322.0	0.27880675	0.9768
48273	Homo sapiens	GSM1333965	EP300	GM12878	B Lymphocyte	Blood	38.0	0.8525	0.99	10765.0	0.08824275	0.9748
48274	Homo sapiens	GSM1333966	EP300	GM12878	B Lymphocyte	Blood	38.0	0.8545	0.986	10773.0	0.10893575	0.9752
48275	Homo sapiens	GSM1333967	SPI1	GM12878	B Lymphocyte	Blood	39.0	0.8588	0.983	3484.0	0.01685775	0.9492
48276	Homo sapiens	GSM1333968	ZBTB33	GM12878	B Lymphocyte	Blood	38.0	0.8484	0.986	481.0	0.00715325	0.886499402628
48277	Homo sapiens	GSM1333969	CEBPA	GM12878	B Lymphocyte	Blood	39.0	0.7543	0.973	5779.0	0.16172975	0.968
48278	Homo sapiens	GSM1333970	CEBPA	GM12878	B Lymphocyte	Blood	38.0	0.7186	0.8959999999999999	4162.0	0.1593815	0.9612
48279	Homo sapiens	GSM1333971	CEBPA	GM12878	B Lymphocyte	Blood	39.0	0.7901	0.983	4633.0	0.10792925	0.9632
48280	Homo sapiens	GSM1333972	CEBPA	GM12878	B Lymphocyte	Blood	38.0	0.6176	0.875	5069.0	0.21301149999999996	0.9636
48293	Homo sapiens	GSM1333985	REST	GM12878	B Lymphocyte	Blood	39.0	0.76	0.9840000000000001	3539.0	0.078628	0.8690000000000001
48294	Homo sapiens	GSM1333986	REST	GM12878	B Lymphocyte	Blood	38.0	0.8014	0.945	2678.0	0.07348025	0.829653729956
48295	Homo sapiens	GSM1333987	REST	GM12878	B Lymphocyte	Blood	39.0	0.7314	0.982	3912.0	0.08942325	0.863
48296	Homo sapiens	GSM1333988	REST	GM12878	B Lymphocyte	Blood	38.0	0.7087	0.909	3457.0	0.097448	0.8114
48297	Homo sapiens	GSM1333989	REST	GM12878	B Lymphocyte	Blood	39.0	0.7836	0.977	3612.0	0.11155	0.8346
48298	Homo sapiens	GSM1333990	REST	GM12878	B Lymphocyte	Blood	38.0	0.7187	0.88	3178.0	0.12706525	0.7988
48299	Homo sapiens	GSM1333991	REST	GM12878	B Lymphocyte	Blood	38.0	0.8117	0.93	3747.0	0.19138375	0.8142
48300	Homo sapiens	GSM1333992	REST	GM12878	B Lymphocyte	Blood	38.0	0.7567	0.862	3833.0	0.18685875	0.813
48301	Homo sapiens	GSM1333993	REST	GM12878	B Lymphocyte	Blood	38.0	0.7904	0.956	2845.0	0.122523	0.807307525011
48302	Homo sapiens	GSM1333994	REST	GM12878	B Lymphocyte	Blood	38.0	0.795	0.948	3970.0	0.17811375	0.8214
48303	Homo sapiens	GSM1333995	REST	GM12878	B Lymphocyte	Blood	38.0	0.8477	0.9690000000000001	2093.0	0.04063325	0.86197743862
48304	Homo sapiens	GSM1333996	REST	GM12878	B Lymphocyte	Blood	38.0	0.7792	0.924	3878.0	0.21765825	0.82
48305	Homo sapiens	GSM1333997	REST	GM12878	B Lymphocyte	Blood	38.0	0.7747	0.9359999999999999	3931.0	0.1906485	0.8238
48306	Homo sapiens	GSM1333998	REST	GM12878	B Lymphocyte	Blood	38.0	0.8088	0.97	2460.0	0.053886	0.8398408356129999
48307	Homo sapiens	GSM1333999	REST	GM12878	B Lymphocyte	Blood	38.0	0.8465	0.988	1632.0	0.01660425	0.8902243589740001
48308	Homo sapiens	GSM1334000	REST	GM12878	B Lymphocyte	Blood	39.0	0.7922	0.99	2369.0	0.0425385	0.863989046098
48309	Homo sapiens	GSM1334001	EP300	GM12878	B Lymphocyte	Blood	39.0	0.7639	0.996	172.0	0.0057845	0.922730199614
48310	Homo sapiens	GSM1334002	EP300	GM12878	B Lymphocyte	Blood	38.0	0.8479	0.982	66.0	0.0030440000000000003	0.8086734693880001
48311	Homo sapiens	GSM1334003	EP300	GM12878	B Lymphocyte	Blood	39.0	0.7606	0.996	222.0	0.00739175	0.9364609428380001
48312	Homo sapiens	GSM1334004	EP300	GM12878	B Lymphocyte	Blood	38.0	0.8426	0.983	78.0	0.0027935	0.785388127854
48313	Homo sapiens	GSM1334005	SPI1	GM12878	B Lymphocyte	Blood	39.0	0.7271	0.9790000000000001	21494.0	0.20845525	0.9648
48314	Homo sapiens	GSM1334006	SPI1	GM12878	B Lymphocyte	Blood	38.0	0.8316	0.955	23121.0	0.2882265	0.9552
48315	Homo sapiens	GSM1334007	SPI1	GM12878	B Lymphocyte	Blood	39.0	0.7613	0.985	19302.0	0.16927625	0.9648
48316	Homo sapiens	GSM1334008	SPI1	GM12878	B Lymphocyte	Blood	38.0	0.8525	0.986	7209.0	0.04967425	0.9558
48317	Homo sapiens	GSM1334009	ZBTB33	GM12878	B Lymphocyte	Blood	39.0	0.7231	0.99	1828.0	0.04080425	0.9234
48318	Homo sapiens	GSM1334010	ZBTB33	GM12878	B Lymphocyte	Blood	38.0	0.8211	0.9840000000000001	1089.0	0.02025275	0.903851896088
48319	Homo sapiens	GSM1334011	ZBTB33	GM12878	B Lymphocyte	Blood	39.0	0.7587	0.9940000000000001	1267.0	0.022782	0.9254
48320	Homo sapiens	GSM1334012	ZBTB33	GM12878	B Lymphocyte	Blood	38.0	0.8191	0.9840000000000001	1026.0	0.01691125	0.9132037533509999
48331	Homo sapiens	GSM1336145	SNAI2	None	Keratinocyte	None	37.0	0.8561	0.924	4296.0	0.049727999999999994	0.9192
48332	Homo sapiens	GSM1336146	SNAI2	None	Keratinocyte	None	37.0	0.8586	0.9420000000000001	4506.0	0.0484755	0.9234
48333	Homo sapiens	GSM1336147	SNAI2	None	Keratinocyte	None	37.0	0.6917	0.401	6705.0	0.2132465	0.3648
48334	Homo sapiens	GSM1336148	SNAI2	None	Keratinocyte	None	37.0	0.7433	0.43	11159.0	0.28143525	0.3382
48337	Homo sapiens	GSM1336151	SNAI2	None	Keratinocyte	None	37.0	0.8591	0.946	6527.0	0.07419325	0.9378
48338	Homo sapiens	GSM1336152	SNAI2	None	Keratinocyte	None	37.0	0.8552	0.97	4119.0	0.04348675	0.9324
48339	Homo sapiens	GSM1336153	SNAI2	None	Keratinocyte	None	36.0	0.8643	0.995	9739.0	0.20544225	0.9424
48340	Homo sapiens	GSM1336154	SNAI2	None	Keratinocyte	None	36.0	0.8636	0.995	9974.0	0.21343325	0.9446
48341	Homo sapiens	GSM1336155	SNAI2	None	Keratinocyte	None	37.0	0.8585	0.941	1179.0	0.014029	0.8868
48342	Homo sapiens	GSM1336156	SNAI2	None	Keratinocyte	None	38.0	0.8726	0.9359999999999999	656.0	0.00898825	0.8809865900380001
48343	Homo sapiens	GSM1336157	SNAI2	None	Keratinocyte	None	37.0	0.8887	0.991	8109.0	0.15040875	0.9432
48344	Homo sapiens	GSM1336158	SNAI2	None	Keratinocyte	None	37.0	0.8867	0.992	9194.0	0.17679775	0.946
48353	Homo sapiens	GSM1340089	PRKDC	None	Fibroblast	None	38.0	0.8356	0.9840000000000001	643.0	0.01276125	0.9472
48354	Homo sapiens	GSM1340090	PRKDC	None	Fibroblast	None	38.0	0.8504	0.978	764.0	0.021783	0.9490000000000001
48355	Homo sapiens	GSM1340091	PCGF2	None	Fibroblast	None	38.0	0.8332	0.987	94.0	0.0331625	0.9028
48356	Homo sapiens	GSM1340092	PCGF2	None	Fibroblast	None	38.0	0.8419	0.975	92.0	0.01986775	0.8888
48442	Homo sapiens	GSM1348337	KDM6B	BJ	Fibroblast	Skin	37.0	0.7804	0.9390000000000001	492.0	0.015726	0.9606
48443	Homo sapiens	GSM1348338	KDM6B	BJ	Fibroblast	Skin	37.0	0.8023	0.9670000000000001	1658.0	0.06438300000000001	0.9766
48444	Homo sapiens	GSM1348339	TP53	BJ	Fibroblast	Skin	38.0	0.7874	0.927	300.0	0.002909	0.848529411765
48445	Homo sapiens	GSM1348340	TP53	BJ	Fibroblast	Skin	38.0	0.7868	0.9440000000000001	1090.0	0.01465125	0.92
48447	Homo sapiens	GSM1348515	BRD4	MCF-7	Epithelium	Breast	38.0	0.8718	0.9940000000000001	84.0	0.00327225	0.715203426124
48448	Homo sapiens	GSM1348516	BRD4	MCF-7	Epithelium	Breast	37.0	0.8359	0.983	233.0	0.020806	0.8667251205609999
48449	Homo sapiens	GSM1348517	BRD4	MCF-7	Epithelium	Breast	38.0	0.8938	0.996	26.0	0.0012184297011300002	0.41176470588200004
48450	Homo sapiens	GSM1348518	BRD4	MCF-7	Epithelium	Breast	37.0	0.884	0.991	183.0	0.020534999999999998	0.897746967071
48451	Homo sapiens	GSM1348519	BRD4	MCF-7	Epithelium	Breast	37.0	0.8736	0.99	179.0	0.01503225	0.887248322148
48452	Homo sapiens	GSM1348520	BRD4	MCF-7	Epithelium	Breast	38.0	0.8466	0.9940000000000001	75.0	0.00274025	0.713136729223
48453	Homo sapiens	GSM1348521	ESR1	MCF-7	Epithelium	Breast	38.0	0.2603	0.9790000000000001	750.0	0.0110742509669	0.923335574983
48454	Homo sapiens	GSM1348522	ESR1	MCF-7	Epithelium	Breast	38.0	0.2748	0.971	824.0	0.013285977337	0.9242979242980001
48455	Homo sapiens	GSM1348523	ESR1	MCF-7	Epithelium	Breast	38.0	0.4218	0.975	1398.0	0.02068025	0.901850109752
48456	Homo sapiens	GSM1348524	ESR1	MCF-7	Epithelium	Breast	38.0	0.2528	0.96	438.0	0.007016137544689999	0.91377245509
48457	Homo sapiens	GSM1348525	ESR1	MCF-7	Epithelium	Breast	38.0	0.3045	0.971	899.0	0.0161650712675	0.9169363538299998
48458	Homo sapiens	GSM1348526	ESR1	MCF-7	Epithelium	Breast	38.0	0.4558	0.98	298.0	0.007322499999999999	0.927732610659
48481	Homo sapiens	GSM1354438	CTCF	BEAS-2B	Epithelium	Lung	37.0	0.6846	0.59	7127.0	0.06935375	0.9666
48482	Homo sapiens	GSM1354439	CTCF	BEAS-2B	Epithelium	Lung	37.0	0.6983	0.753	15293.0	0.12870425	0.9676
48550	Homo sapiens	GSM1364025	POU5F1	None	iPSC	None	37.0	0.6709999999999999	0.978	2587.0	0.02645375	0.912
48551	Homo sapiens	GSM1364026	SOX2	None	iPSC	None	38.0	0.6024	0.973	9407.0	0.0948555	0.9362
48552	Homo sapiens	GSM1364027	KLF4	None	iPSC	None	37.0	0.5303	0.9590000000000001	717.0	0.0111785	0.883
48576	Homo sapiens	GSM1366932	KDM6B	CUTLL1	T Lymphocyte	Blood	39.0	0.7652	0.9279999999999999	1518.0	0.0846185	0.9352
48577	Homo sapiens	GSM1366933	KDM6B	CUTLL1	T Lymphocyte	Blood	38.0	0.8543	0.9890000000000001	72.0	0.00317525	0.8163771712160001
48594	Homo sapiens	GSM1369944	AGO1	MCF-7	Epithelium	Breast	29.0	0.6918	0.96	90.0	0.0087835	0.5552
48598	Homo sapiens	GSM1369948	CBX5	MCF-7	Epithelium	Breast	38.0	0.6577	0.7809999999999999	68.0	0.024799500000000002	0.4404
48601	Homo sapiens	GSM1369951	AGO1	None	Epithelium	None	29.0	0.6918	0.96	90.0	0.0087835	0.5552
48605	Homo sapiens	GSM1369955	CBX5	None	Epithelium	None	37.0	0.7122	0.971	20.0	0.0009400000000000001	0.6119402985069999
48607	Homo sapiens	GSM1369957	POLR2A	None	Epithelium	None	34.0	0.5555	0.971	37.0	0.001085	0.642335766423
48608	Homo sapiens	GSM1369958	AGO1	MCF-7	Epithelium	Breast	38.0	0.8626	0.8029999999999999	17.0	0.0004735	0.711111111111
48609	Homo sapiens	GSM1369959	AGO1	None	Epithelium	None	38.0	0.8219	0.645	61.0	0.0019585	0.864150943396
48610	Homo sapiens	GSM1369960	AGO1	MCF-7	Epithelium	Breast	38.0	0.8233	0.292	8.0	0.00077025	0.631578947368
48611	Homo sapiens	GSM1369961	AGO1	None	Epithelium	None	38.0	0.8072	0.8009999999999999	14.0	0.00049125	0.6530612244899999
48621	Homo sapiens	GSM1370272	BATF	OCI-Ly3	B Lymphocyte	Bone Marrow	39.0	0.8136	0.9740000000000001	1115.0	0.00854725	0.896364795918
48623	Homo sapiens	GSM1370274	IRF4	OCI-Ly3	B Lymphocyte	Bone Marrow	37.0	0.6121	0.7609999999999999	4656.0	0.1818245	0.6516
48624	Homo sapiens	GSM1370275	SPI1	OCI-Ly3	B Lymphocyte	Bone Marrow	37.0	0.4766	0.831	2978.0	0.117855	0.4994
48625	Homo sapiens	GSM1370276	SPIB	OCI-Ly3	B Lymphocyte	Bone Marrow	37.0	0.6459	0.754	12048.0	0.21156999999999998	0.9254
48626	Homo sapiens	GSM1370277	BATF	OCI-Ly10	B Lymphocyte	Bone Marrow	39.0	0.8406	0.9590000000000001	3372.0	0.024191499999999998	0.9188
48628	Homo sapiens	GSM1370279	IRF4	OCI-Ly10	B Lymphocyte	Bone Marrow	38.0	0.5005	0.897	3392.0	0.03452425	0.9142
48629	Homo sapiens	GSM1370280	SPI1	OCI-Ly10	B Lymphocyte	Bone Marrow	37.0	0.4441	0.894	3710.0	0.054440999999999996	0.8774
48630	Homo sapiens	GSM1370281	SPIB	OCI-Ly10	B Lymphocyte	Bone Marrow	37.0	0.4825	0.87	9255.0	0.0988445	0.9088
48632	Homo sapiens	GSM1370283	IRF4	H929	B Lymphocyte	Bone Marrow	37.0	0.5389	0.9640000000000001	2422.0	0.054331500000000005	0.9329999999999999
48633	Homo sapiens	GSM1370284	SPI1	H929	B Lymphocyte	Bone Marrow	37.0	0.6009	0.932	7901.0	0.11698199999999999	0.922
48634	Homo sapiens	GSM1370285	SPIB	H929	B Lymphocyte	Bone Marrow	37.0	0.5976	0.85	1422.0	0.07981575	0.7014
48636	Homo sapiens	GSM1370287	IRF4	OCI-Ly3	B Lymphocyte	Bone Marrow	39.0	0.8578	0.963	2727.0	0.02180475	0.9268
48637	Homo sapiens	GSM1370288	SPI1	OCI-Ly3	B Lymphocyte	Bone Marrow	39.0	0.8525	0.961	744.0	0.00747975	0.7998
48638	Homo sapiens	GSM1370289	SPIB	OCI-Ly3	B Lymphocyte	Bone Marrow	39.0	0.8707	0.96	13729.0	0.09657675	0.9378
48640	Homo sapiens	GSM1370291	IRF4	OCI-Ly3	B Lymphocyte	Bone Marrow	39.0	0.8559	0.971	1004.0	0.0109785	0.742
48641	Homo sapiens	GSM1370292	SPI1	OCI-Ly3	B Lymphocyte	Bone Marrow	39.0	0.8569	0.951	813.0	0.006935500000000001	0.6352
48642	Homo sapiens	GSM1370293	SPIB	OCI-Ly3	B Lymphocyte	Bone Marrow	39.0	0.8432	0.929	1323.0	0.03399275	0.6276
48692	Homo sapiens	GSM1375207	H3F3B	None	Spermatid	None	38.0	0.8134	0.96	38.0	0.010039	0.4064
48704	Homo sapiens	GSM1377533	SPI1	None	Epithelium	Liver	37.0	0.6527	0.924	567.0	0.0091785	0.764912280702
48706	Homo sapiens	GSM1377535	SPI1	None	Epithelium	Liver	37.0	0.83	0.938	926.0	0.01403225	0.8047655649500001
48737	Homo sapiens	GSM1383857	POLR2A	None	Epithelium	Mammary Gland	35.0	0.3928	0.531	237.0	0.02718825	0.8949076385420001
48743	Homo sapiens	GSM1383863	POLR2A	MCF-7	Epithelium	Breast	35.0	0.494	0.72	114.0	0.0088775	0.746010638298
48749	Homo sapiens	GSM1383869	POLR2A	PrEC	Epithelium	Prostate	36.0	0.1731	0.521	351.0	0.035493735488699996	0.810730253353
48755	Homo sapiens	GSM1383875	CBX8	PC-3	Epithelium	Prostate	36.0	0.7061	0.9279999999999999	3524.0	0.1790375	0.9704
48757	Homo sapiens	GSM1383877	CTCF	PC-3	Epithelium	Prostate	37.0	0.8296	0.9640000000000001	31209.0	0.19178975	0.9738
48762	Homo sapiens	GSM1385748	EZH2	NTKO	Multiple myeloma cell	None	39.0	0.8182	0.987	45.0	0.00958025	0.841
48763	Homo sapiens	GSM1385749	EZH2	NTKO	Multiple myeloma cell	None	38.0	0.789	0.987	223.0	0.12481475	0.9338
48764	Homo sapiens	GSM1385750	EZH2	None	Multiple myeloma	None	39.0	0.8206	0.9790000000000001	53.0	0.00648625	0.8706
48765	Homo sapiens	GSM1385751	EZH2	None	Multiple myeloma	None	39.0	0.7703	0.9890000000000001	168.0	0.13707175	0.8616
48778	Homo sapiens	GSM1386342	MYC	P493-6	B cell lymphoma	None	38.0	0.6341	0.958	1247.0	0.03168925	0.9428
48779	Homo sapiens	GSM1386343	MYC	P493-6	B cell lymphoma	None	38.0	0.6554	0.958	1035.0	0.046252	0.953
48780	Homo sapiens	GSM1386344	POLR2A	P493-6	B cell lymphoma	None	35.0	0.7572	0.968	3762.0	0.09150275	0.9632
48799	Homo sapiens	GSM1387027	ZNF750	None	Keratinocyte	Foreskin	38.0	0.7673	0.9490000000000001	10893.0	0.1068165	0.9662
48800	Homo sapiens	GSM1387028	KLF4	None	Keratinocyte	Foreskin	38.0	0.8027	0.9640000000000001	5412.0	0.055751499999999996	0.9636
48801	Homo sapiens	GSM1387029	RCOR1	None	Keratinocyte	Foreskin	38.0	0.7698	0.953	5086.0	0.07714875	0.7726
48802	Homo sapiens	GSM1387030	KDM1A	None	Keratinocyte	Foreskin	39.0	0.5877	0.8740000000000001	2858.0	0.03155175	0.892
48822	Homo sapiens	GSM1388122	MBD2	MCF-7	Epithelium	Breast	38.0	0.7401	1.0	96.0	0.00679025	0.687297077922
48823	Homo sapiens	GSM1388123	POLR2A	MCF-7	Epithelium	Breast	39.0	0.8249	1.0	9171.0	0.0814915	0.9752
48824	Homo sapiens	GSM1388124	MBD2	MCF-7	Epithelium	Breast	38.0	0.7883	1.0	4366.0	0.0503585	0.97
48825	Homo sapiens	GSM1388125	MBD2	MCF-7	Epithelium	Breast	38.0	0.7061	0.998	10100.0	0.19499775	0.9732
48826	Homo sapiens	GSM1388126	MBD2	MCF-7	Epithelium	Breast	39.0	0.6666	0.997	431.0	0.044216000000000005	0.9458
48827	Homo sapiens	GSM1388127	MBD2	MCF-7	Epithelium	Breast	39.0	0.7812	0.998	9095.0	0.162857	0.9728
48828	Homo sapiens	GSM1388128	POLR2A	MCF-7	Epithelium	Breast	38.0	0.8267	1.0	2984.0	0.042588	0.9756
48829	Homo sapiens	GSM1388129	POLR2A	MCF-7	Epithelium	Breast	38.0	0.7142	0.9990000000000001	10662.0	0.20599775	0.9746
48830	Homo sapiens	GSM1388130	POLR2A	MCF-7	Epithelium	Breast	38.0	0.8067	1.0	869.0	0.05592375	0.9576
48923	Homo sapiens	GSM1399258	TRIM28	H1	Embryonic Stem Cell	Embryo	37.0	0.7609	0.9790000000000001	16784.0	0.113515	0.4468
48930	Homo sapiens	GSM1399265	TRIM28	H1	Embryonic Stem Cell	Embryo	37.0	0.7948	0.636	5708.0	0.04645925	0.4404
48993	Homo sapiens	GSM1405078	AFF4	HeLa	Epithelium	Cervix	39.0	0.8559	0.9520000000000001	294.0	0.04409	0.9586
48994	Homo sapiens	GSM1405079	AFF4	HeLa	Epithelium	Cervix	39.0	0.772	0.8740000000000001	2868.0	0.1552125	0.9664
48995	Homo sapiens	GSM1405080	AFF4	HeLa	Epithelium	Cervix	39.0	0.8667	0.965	457.0	0.05802075	0.9596
48996	Homo sapiens	GSM1405081	AFF4	HeLa	Epithelium	Cervix	39.0	0.8625	0.97	830.0	0.08686100000000001	0.9552
48997	Homo sapiens	GSM1405082	AFF4	HeLa	Epithelium	Cervix	37.0	0.8561	0.995	132.0	0.0175155	0.9466
48998	Homo sapiens	GSM1405083	AFF4	HeLa	Epithelium	Cervix	37.0	0.8267	0.995	160.0	0.03082075	0.9398
48999	Homo sapiens	GSM1405084	AFF4	HeLa	Epithelium	Cervix	37.0	0.8539	0.996	168.0	0.02440325	0.9424
49000	Homo sapiens	GSM1405085	AFF4	HeLa	Epithelium	Cervix	37.0	0.8283	0.996	137.0	0.02292	0.9362
49001	Homo sapiens	GSM1405086	ELL2	HeLa	Epithelium	Cervix	39.0	0.8558	0.9690000000000001	898.0	0.03242325	0.9516
49002	Homo sapiens	GSM1405087	ELL2	HeLa	Epithelium	Cervix	39.0	0.7573	0.8340000000000001	1243.0	0.060133500000000006	0.9626
49003	Homo sapiens	GSM1405088	ELL2	HeLa	Epithelium	Cervix	39.0	0.8691	0.971	876.0	0.03877925	0.951
49004	Homo sapiens	GSM1405089	ELL2	HeLa	Epithelium	Cervix	39.0	0.851	0.9359999999999999	878.0	0.037565499999999995	0.9502
49005	Homo sapiens	GSM1405090	ELL2	HeLa	Epithelium	Cervix	37.0	0.7603	0.995	461.0	0.0104265	0.940942646224
49006	Homo sapiens	GSM1405091	ELL2	HeLa	Epithelium	Cervix	37.0	0.8581	0.995	459.0	0.009954000000000001	0.9169172932330001
49007	Homo sapiens	GSM1405092	ELL2	HeLa	Epithelium	Cervix	37.0	0.8447	0.997	338.0	0.00852475	0.924809298947
49008	Homo sapiens	GSM1405093	ELL2	HeLa	Epithelium	Cervix	37.0	0.8093	0.9940000000000001	542.0	0.019202	0.9426
